link,year,name,city,state,zip_code,us_news_rank,us_news_category,in_state_tuition,out_state_tuition,room_and_board,enrollment,app_deadline,public_status,coed_status,year_founded,religious_affiliation,calendar,setting,endowment,med_alum_start_salary,selectivity,acceptance_rate,student_faculty_ratio,four_yr_grad_rate,undergrad_pop,sports_division,men_greek_pct,women_greek_pct,on_campus_crimes,on_campus_pct,first_gen_pct,male_pct,female_pct
https://www.usnews.com/best-colleges/princeton-university-2627,2021,Princeton University,Princeton,NJ,08544,1,National Universities,53890,53890,17820,8419,Jan. 1,Private,Coed,1746,None,Semester,Suburban,$25.6 billion +,70200,Most selective,6,5:1,90,5422,NCAA I,NA,NA,66,96,28,50,50
https://www.usnews.com/best-colleges/harvard-university-2155,2021,Harvard University,Cambridge,MA,02138,2,National Universities,54002,54002,18389,21015,Jan. 1,Private,Coed,1636,None,Semester,Urban,$40.9 billion +,69000,Most selective,5,6:1,85,6755,NCAA I,NA,NA,101,98,26,51,49
https://www.usnews.com/best-colleges/columbia-university-2707,2021,Columbia University,New York,NY,10027,3,National Universities,64380,64380,14970,24408,Jan. 1,Private,Coed,1754,None,Semester,Urban,$11.0 billion,67500,Most selective,5,6:1,87,6245,NCAA I,20,14,41,92,25,50,50
https://www.usnews.com/best-colleges/massachusetts-institute-of-technology-2178,2021,Massachusetts Institute of Technology,Cambridge,MA,02139,4,National Universities,53818,53818,12000,11520,Jan. 1,Private,Coed,1861,None,4-1-4,Urban,$17.4 billion +,82300,Most selective,7,3:1,87,4530,NCAA III,45,25,59,92,26,53,47
https://www.usnews.com/best-colleges/yale-university-1426,2021,Yale University,New Haven,CT,06520,4,National Universities,57700,57700,17200,13609,Jan. 2,Private,Coed,1701,None,Semester,City,$30.3 billion,64500,Most selective,6,6:1,88,6092,NCAA I,NA,NA,80,84,25,51,49
https://www.usnews.com/best-colleges/stanford-university-1305,2021,Stanford University,Stanford,CA,94305,6,National Universities,56169,56169,17255,17249,Jan. 2,Private,Coed,1885,None,Quarter,Suburban,$27.7 billion,73800,Most selective,4,5:1,73,6996,NCAA I,18,24,145,93,30,50,50
https://www.usnews.com/best-colleges/university-of-chicago-1774,2021,University of Chicago,Chicago,IL,60637,6,National Universities,59298,59298,17004,14739,Jan. 4,Private,Coed,1890,None,Quarter,Urban,$7.2 billion +,60100,Most selective,6,5:1,90,6734,NCAA III,NA,NA,49,52,20,51,49
https://www.usnews.com/best-colleges/university-of-pennsylvania-3378,2021,University of Pennsylvania,Philadelphia,PA,19104,8,National Universities,60042,60042,16784,22432,Jan. 5,Private,Coed,1740,None,Semester,Urban,$14.6 billion +,68100,Most selective,8,6:1,86,10019,NCAA I,NA,NA,32,NA,19,52,48
https://www.usnews.com/best-colleges/california-institute-of-technology-1131,2021,California Institute of Technology,Pasadena,CA,91125,9,National Universities,56862,56862,17337,2237,Jan. 3,Private,Coed,1891,None,Quarter,Suburban,$3.0 billion,83200,Most selective,6,3:1,84,938,NCAA III,0,0,80,94,NA,55,45
https://www.usnews.com/best-colleges/jhu-2077,2021,Johns Hopkins University,Baltimore,MD,21218,9,National Universities,57010,57010,16800,27092,Jan. 2,Private,Coed,1876,None,Semester,Urban,$6.3 billion,66100,Most selective,10,6:1,88,6256,NCAA III,20,32,37,47,13,52,48
https://www.usnews.com/best-colleges/northwestern-university-1739,2021,Northwestern University,Evanston,IL,60208,9,National Universities,58701,58701,17616,21946,Jan. 1,Private,Coed,1851,None,Quarter,Suburban,$8.4 billion,61000,Most selective,9,6:1,84,8327,NCAA I,27,34,39,60,15,51,49
https://www.usnews.com/best-colleges/duke-university-2920,2021,Duke University,Durham,NC,27708,12,National Universities,60488,60488,17484,16766,Jan. 3,Private,Coed,1838,None,Semester,Suburban,$8.6 billion +,68500,Most selective,8,6:1,88,6649,NCAA I,NA,NA,76,NA,13,50,50
https://www.usnews.com/best-colleges/dartmouth-college-2573,2021,Dartmouth College,Hanover,NH,03755,13,National Universities,59458,59458,17022,6608,Jan. 2,Private,Coed,1769,None,Quarter,Rural,$5.7 billion +,65800,Most selective,8,7:1,87,4459,NCAA I,27,31,56,85,17,51,49
https://www.usnews.com/best-colleges/brown-university-3401,2021,Brown University,Providence,RI,02912,14,National Universities,60696,60696,15908,10333,Jan. 1,Private,Coed,1764,None,Semester,City,$4.0 billion,62700,Most selective,7,6:1,83,7160,NCAA I,11,12,41,72,17,52,48
https://www.usnews.com/best-colleges/vanderbilt-3535,2021,Vanderbilt University,Nashville,TN,37240,14,National Universities,54158,54158,17670,13131,Jan. 1,Private,Coed,1873,None,Semester,Urban,$4.6 billion +,63000,Most selective,9,7:1,90,6886,NCAA I,27,43,76,85,12,52,48
https://www.usnews.com/best-colleges/rice-3604,2021,Rice University,Houston,TX,77251,16,National Universities,51107,51107,14500,7282,Jan. 1,Private,Coed,1912,None,Semester,Urban,$6.5 billion +,67700,Most selective,9,6:1,84,3989,NCAA I,0,0,29,70,14,52,48
https://www.usnews.com/best-colleges/washington-university-in-st-louis-2520,2021,Washington University in St. Louis,St. Louis,MO,63130,16,National Universities,57386,57386,17402,16191,Jan. 2,Private,Coed,1853,None,Semester,Urban,$8.1 billion +,62500,Most selective,14,7:1,89,7822,NCAA III,26,39,37,72,11,53,47
https://www.usnews.com/best-colleges/cornell-university-2711,2021,Cornell University,Ithaca,NY,14853,18,National Universities,59316,59316,15846,24027,Jan. 2,Private,Coed,1865,None,Semester,Rural,$7.0 billion,66900,Most selective,11,9:1,87,15043,NCAA I,27,24,84,52,15,54,46
https://www.usnews.com/best-colleges/university-of-notre-dame-1840,2021,University of Notre Dame,Notre Dame,IN,46556,19,National Universities,57699,57699,15984,12681,Jan. 1,Private,Coed,1842,Roman Catholic,Semester,City,$11.6 billion,65300,Most selective,16,9:1,91,8731,NCAA I,0,0,40,78,10,52,48
https://www.usnews.com/best-colleges/university-of-california-los-angeles-1315,2021,University of California--Los Angeles,Los Angeles,CA,90095,20,National Universities,13226,42980,16104,45742,Nov. 30,Public,Coed,1919,None,Quarter,Urban,$4.9 billion +,58400,Most selective,12,18:1,79,31543,NCAA I,11,13,171,48,38,58,42
https://www.usnews.com/best-colleges/emory-university-1564,2021,Emory University,Atlanta,GA,30322,21,National Universities,53868,53868,15242,14417,Jan. 1,Private,Coed,1836,United Methodist,Semester,City,$8.6 billion +,59200,Most selective,16,9:1,82,7118,NCAA III,23,22,59,63,16,60,40
https://www.usnews.com/best-colleges/university-of-california-berkeley-1312,2021,University of California--Berkeley,Berkeley,CA,94720,22,National Universities,14226,43980,19556,43695,Nov. 30,Public,Coed,1868,None,Semester,City,$4.9 billion +,66600,Most selective,17,19:1,76,31780,NCAA I,3,9,110,27,35,54,46
https://www.usnews.com/best-colleges/georgetown-university-1445,2021,Georgetown University,Washington,DC,20057,23,National Universities,57928,57928,17498,19593,Jan. 10,Private,Coed,1789,Roman Catholic,Semester,Urban,$1.8 billion +,59900,Most selective,14,11:1,91,7513,NCAA I,NA,NA,65,77,16,56,44
https://www.usnews.com/best-colleges/university-of-michigan-ann-arbor-9092,2021,University of Michigan--Ann Arbor,Ann Arbor,MI,48109,24,National Universities,15948,52266,12224,48090,Feb. 1,Public,Coed,1817,None,Trimester,City,$12.3 billion,63700,Most selective,23,15:1,80,31266,NCAA I,9,19,121,31,21,50,50
https://www.usnews.com/best-colleges/university-of-southern-california-1328,2021,University of Southern California,Los Angeles,CA,90089,24,National Universities,59072,59072,15916,48321,Jan. 15,Private,Coed,1880,None,Semester,Urban,$5.7 billion +,60600,Most selective,11,8:1,77,20351,NCAA I,26,27,126,30,25,52,48
https://www.usnews.com/best-colleges/carnegie-mellon-university-3242,2021,Carnegie Mellon University,Pittsburgh,PA,15213,26,National Universities,58924,58924,15550,14799,Jan. 1,Private,Coed,1900,None,Semester,Urban,$2.0 billion,74200,Most selective,15,7:1,76,7022,NCAA III,7,5,38,56,10,50,50
https://www.usnews.com/best-colleges/uva-6968,2021,University of Virginia,Charlottesville,VA,22904,26,National Universities,18878,52957,12350,25018,Jan. 1,Public,Coed,1819,None,Semester,Suburban,$7.0 billion,61600,Most selective,24,14:1,89,17011,NCAA I,NA,NA,70,NA,16,55,45
https://www.usnews.com/best-colleges/unc-2974,2021,University of North Carolina--Chapel Hill,Chapel Hill,NC,27599,28,National Universities,9021,36200,11740,30151,Jan. 15,Public,Coed,1789,None,Semester,Suburban,$3.5 billion +,51000,Most selective,23,14:1,84,19355,NCAA I,18,17,51,52,20,60,40
https://www.usnews.com/best-colleges/wake-forest-2978,2021,Wake Forest University,Winston-Salem,NC,27109,28,National Universities,57760,57760,17334,8495,Jan. 1,Private,Coed,1834,None,Semester,Suburban,$1.4 billion,55900,Most selective,30,10:1,84,5287,NCAA I,29,59,29,77,12,53,47
https://www.usnews.com/best-colleges/nyu-2785,2021,New York University,New York,NY,10012,30,National Universities,54880,54880,19244,52885,Jan. 1,Private,Coed,1831,None,Semester,Urban,$4.2 billion +,59100,Most selective,16,9:1,76,26981,NCAA III,3,7,44,44,21,58,42
https://www.usnews.com/best-colleges/tufts-university-2219,2021,Tufts University,Medford,MA,02155,30,National Universities,60862,60862,15630,11878,Jan. 1,Private,Coed,1852,None,Semester,Suburban,$1.9 billion,61200,Most selective,15,9:1,88,5907,NCAA III,10,15,15,65,15,53,47
https://www.usnews.com/best-colleges/university-of-california-santa-barbara-1320,2021,University of California--Santa Barbara,Santa Barbara,CA,93106,30,National Universities,14391,44145,15389,26314,Nov. 30,Public,Coed,1909,None,Quarter,Suburban,$404.9 million +,55600,Most selective,30,17:1,70,23349,NCAA I,10,7,60,39,42,55,45
https://www.usnews.com/best-colleges/university-of-florida-1535,2021,University of Florida,Gainesville,FL,32611,30,National Universities,6380,28658,10590,52407,March 1,Public,Coed,1853,None,Semester,Suburban,$1.8 billion +,54800,Most selective,37,17:1,67,35405,NCAA I,17,23,92,24,31,56,44
https://www.usnews.com/best-colleges/university-of-rochester-2894,2021,University of Rochester,Rochester,NY,14627,34,National Universities,58208,58208,17144,12233,Jan. 5,Private,Coed,1850,Undenominational,Semester,Urban,$2.3 billion +,57500,More selective,30,10:1,80,6780,NCAA III,17,17,41,74,19,51,49
https://www.usnews.com/best-colleges/boston-college-2128,2021,Boston College,Chestnut Hill,MA,02467,35,National Universities,60202,60202,15220,14171,Jan. 1,Private,Coed,1863,Roman Catholic,Semester,Suburban,$2.4 billion +,59900,Most selective,27,11:1,90,9370,NCAA I,NA,NA,45,NA,13,53,47
https://www.usnews.com/best-colleges/georgia-institute-of-technology-1569,2021,Georgia Institute of Technology,Atlanta,GA,30332,35,National Universities,12682,33794,14830,36127,Jan. 6,Public,Coed,1885,None,Semester,Urban,$2.2 billion,70100,Most selective,21,19:1,46,15964,NCAA I,22,26,79,50,15,60,40
https://www.usnews.com/best-colleges/university-of-california-irvine-1314,2021,University of California--Irvine,Irvine,CA,92697,35,National Universities,13932,43686,16561,36908,Nov. 30,Public,Coed,1965,None,Quarter,Suburban,$990.7 million +,56300,Most selective,27,18:1,69,30382,NCAA I,8,9,78,41,44,52,48
https://www.usnews.com/best-colleges/university-of-california-san-diego-1317,2021,University of California--San Diego,La Jolla,CA,92093,35,National Universities,14451,44205,14680,38396,Nov. 30,Public,Coed,1960,None,Quarter,Urban,$1.7 billion +,59900,Most selective,32,19:1,65,30794,NCAA II,14,14,87,38,40,50,50
https://www.usnews.com/best-colleges/university-of-california-davis-1313,2021,University of California--Davis,Davis,CA,95616,39,National Universities,14653,44407,16100,38634,Nov. 30,Public,Coed,1905,None,Quarter,City,$1.7 billion,57600,Most selective,39,20:1,63,30982,NCAA I,NA,NA,80,NA,41,61,39
https://www.usnews.com/best-colleges/william-and-mary-3705,2021,William & Mary,Williamsburg,VA,23187,39,National Universities,23362,46283,13356,8773,Jan. 1,Public,Coed,1693,None,Semester,Suburban,$995.9 million,55100,Most selective,38,11:1,85,6256,NCAA I,31,29,17,70,13,58,42
https://www.usnews.com/best-colleges/tulane-university-2029,2021,Tulane University,New Orleans,LA,70118,41,National Universities,58852,58852,16248,11913,Nov. 15,Private,Coed,1834,None,Semester,Urban,$1.4 billion +,51900,Most selective,13,8:1,77,6968,NCAA I,22,51,31,46,18,59,41
https://www.usnews.com/best-colleges/boston-university-2130,2021,Boston University,Boston,MA,02215,42,National Universities,58072,58072,16640,33720,Jan. 1,Private,Coed,1839,None,Semester,Urban,$2.3 billion +,57500,More selective,19,10:1,84,17983,NCAA I,NA,3,40,70,17,59,41
https://www.usnews.com/best-colleges/brandeis-university-2133,2021,Brandeis University,Waltham,MA,02454,42,National Universities,57615,57615,15890,5825,Jan. 1,Private,Coed,1948,None,Semester,Suburban,$1.1 billion,55500,Most selective,30,10:1,81,3688,NCAA III,0,0,NA,76,16,61,39
https://www.usnews.com/best-colleges/case-western-reserve-university-3024,2021,Case Western Reserve University,Cleveland,OH,44106,42,National Universities,52948,52948,16080,11874,Jan. 15,Private,Coed,1826,None,Semester,Urban,$1.9 billion,65200,Most selective,27,11:1,68,5383,NCAA III,36,34,10,80,11,54,46
https://www.usnews.com/best-colleges/university-of-texas-at-austin-3658,2021,University of Texas at Austin,Austin,TX,78705,42,National Universities,11106,39322,12286,51090,Dec. 1,Public,Coed,1883,None,Semester,Urban,$4.3 billion,58800,Most selective,32,18:1,66,40163,NCAA I,13,17,41,18,28,54,46
https://www.usnews.com/best-colleges/university-of-wisconsin-3895,2021,University of Wisconsin--Madison,Madison,WI,53706,42,National Universities,10741,38629,12220,45317,Feb. 1,Public,Coed,1848,None,Semester,City,$4.6 billion,55900,More selective,54,17:1,63,33456,NCAA I,9,8,85,26,17,52,48
https://www.usnews.com/best-colleges/university-of-georgia-1598,2021,University of Georgia,Athens,GA,30602,47,National Universities,12080,31120,10328,38920,Jan. 1,Public,Coed,1785,None,Semester,City,$1.3 billion +,51700,More selective,46,17:1,66,29848,NCAA I,20,31,68,32,18,57,43
https://www.usnews.com/best-colleges/university-of-illinois-urbanachampaign-1775,2021,University of Illinois--Urbana-Champaign,Champaign,IL,61820,47,National Universities,16862,34312,12252,51605,Jan. 5,Public,Coed,1867,None,Semester,City,$1.9 billion +,61400,More selective,59,20:1,70,34120,NCAA I,21,27,66,50,25,54,46
https://www.usnews.com/best-colleges/lehigh-university-3289,2021,Lehigh University,Bethlehem,PA,18015,49,National Universities,55260,55260,14740,6953,Jan. 1,Private,Coed,1865,None,Semester,City,$1.4 billion +,67500,More selective,32,9:1,80,5178,NCAA I,26,37,6,61,17,54,46
https://www.usnews.com/best-colleges/northeastern-university-2199,2021,Northeastern University,Boston,MA,02115,49,National Universities,55382,55382,17480,22207,Jan. 1,Private,Coed,1898,None,Semester,Urban,$1.1 billion,62300,Most selective,18,14:1,0,14202,NCAA I,10,17,28,47,19,51,49
https://www.usnews.com/best-colleges/pepperdine-university-1264,2021,Pepperdine University,Malibu,CA,90263,49,National Universities,58002,58002,16160,8824,Jan. 15,Private,Coed,1937,Churches of Christ,Semester,Suburban,$917.5 million +,54500,More selective,32,13:1,79,3583,NCAA I,18,27,NA,60,18,58,42
https://www.usnews.com/best-colleges/university-of-miami-1536,2021,University of Miami,Coral Gables,FL,33124,49,National Universities,53682,53682,15470,17811,Jan. 1,Private,Coed,1925,None,Semester,Suburban,$997.4 million +,54800,More selective,27,12:1,73,11307,NCAA I,16,18,27,37,20,53,47
https://www.usnews.com/best-colleges/ohio-state-6883,2021,Ohio State University--Columbus,Columbus,OH,43210,53,National Universities,11517,33501,13026,61391,Feb. 1,Public,Coed,1870,None,Semester,Urban,$5.2 billion +,55000,More selective,54,19:1,62,46818,NCAA I,7,11,1287,33,26,51,49
https://www.usnews.com/best-colleges/purdue-university-west-lafayette-1825,2021,Purdue University--West Lafayette,West Lafayette,IN,47907,53,National Universities,9992,28794,10030,44551,rolling,Public,Coed,1869,None,Semester,City,$2.5 billion +,61600,More selective,60,13:1,59,33646,NCAA I,18,21,42,42,19,57,43
https://www.usnews.com/best-colleges/rpi-2803,2021,Rensselaer Polytechnic Institute,Troy,NY,12180,53,National Universities,57012,57012,15954,7617,Jan. 15,Private,Coed,1824,None,Semester,Suburban,$736.6 million +,70100,Most selective,47,12:1,66,6241,NCAA III,30,16,11,57,14,68,32
https://www.usnews.com/best-colleges/santa-clara-university-1326,2021,Santa Clara University,Santa Clara,CA,95053,53,National Universities,55629,55629,15972,8669,Jan. 7,Private,Coed,1851,Roman Catholic,Differs by program,City,$1.0 billion +,65200,More selective,49,10:1,87,5694,NCAA I,0,0,11,58,17,50,50
https://www.usnews.com/best-colleges/villanova-3388,2021,Villanova University,Villanova,PA,19085,53,National Universities,57710,57710,14975,10848,Jan. 15,Private,Coed,1842,Roman Catholic,Semester,Suburban,$743.1 million,63100,Most selective,28,11:1,87,6865,NCAA I,21,26,19,76,13,53,47
https://www.usnews.com/best-colleges/florida-state-university-1489,2021,Florida State University,Tallahassee,FL,32306,58,National Universities,6507,21673,11088,42450,March 1,Public,Coed,1851,None,Semester,City,$704.1 million +,48100,More selective,36,21:1,68,33270,NCAA I,13,23,87,20,28,57,43
https://www.usnews.com/best-colleges/syracuse-university-2882,2021,Syracuse University,Syracuse,NY,13244,58,National Universities,55926,55926,16356,22850,Jan. 1,Private,Coed,1870,None,Semester,City,$1.4 billion,55500,More selective,44,15:1,72,15275,NCAA I,24,42,64,53,19,53,47
https://www.usnews.com/best-colleges/university-of-maryland-2103,2021,University of Maryland--College Park,College Park,MD,20742,58,National Universities,10778,36890,12874,40743,Jan. 20,Public,Coed,1856,None,Semester,Suburban,$691.3 million,59900,More selective,44,18:1,69,30511,NCAA I,14,19,81,39,22,52,48
https://www.usnews.com/best-colleges/university-of-pittsburgh-3379,2021,University of Pittsburgh--Pittsburgh Campus,Pittsburgh,PA,15260,58,National Universities,19678,33706,11250,28391,rolling,Public,Coed,1787,None,Semester,Urban,$4.3 billion,54800,More selective,57,14:1,65,19200,NCAA I,10,12,22,42,21,53,47
https://www.usnews.com/best-colleges/university-of-washington-3798,2021,University of Washington,Seattle,WA,98195,58,National Universities,12092,39461,13887,47554,Nov. 15,Public,Coed,1861,None,Quarter,Urban,$3.7 billion,59000,More selective,52,21:1,66,32046,NCAA I,14,15,116,29,33,54,46
https://www.usnews.com/best-colleges/penn-state-6965,2021,Pennsylvania State University--University Park,University Park,PA,16802,63,National Universities,18450,35514,10592,47223,rolling,Public,Coed,1855,None,Semester,City,$2.4 billion,58300,More selective,49,15:1,68,40639,NCAA I,17,20,114,36,29,53,47
https://www.usnews.com/best-colleges/rutgers-new-brunswick-6964,2021,Rutgers University--New Brunswick,Piscataway,NJ,08854,63,National Universities,15003,31785,13075,50173,rolling,Public,Coed,1766,None,Semester,City,$1.1 billion +,57600,More selective,61,16:1,65,36158,NCAA I,NA,NA,36,43,35,50,50
https://www.usnews.com/best-colleges/uconn-29013,2021,University of Connecticut,Storrs,CT,06269,63,National Universities,17834,40502,13258,27280,Jan. 15,Public,Coed,1881,None,Semester,Rural,$450.0 million +,58900,More selective,49,16:1,73,18847,NCAA I,10,12,NA,65,27,51,49
https://www.usnews.com/best-colleges/fordham-university-2722,2021,Fordham University,New York,NY,10023,66,National Universities,55788,55788,19066,16972,Jan. 1,Private,Coed,1841,Roman Catholic,Semester,Urban,$733.5 million +,54800,More selective,46,13:1,78,9767,NCAA I,NA,NA,NA,49,18,57,43
https://www.usnews.com/best-colleges/george-washington-university-1444,2021,George Washington University,Washington,DC,20052,66,National Universities,58640,58640,14711,27814,Jan. 1,Private,Coed,1821,None,Semester,Urban,$1.8 billion,55600,More selective,41,13:1,76,12484,NCAA I,5,9,61,58,16,61,39
https://www.usnews.com/best-colleges/loyola-marymount-university-11649,2021,Loyola Marymount University,Los Angeles,CA,90045,66,National Universities,52577,52577,16165,9822,Jan. 15,Private,Coed,1911,Roman Catholic,Semester,Suburban,$476.2 million,54000,More selective,44,10:1,73,6778,NCAA I,20,26,30,47,22,55,45
https://www.usnews.com/best-colleges/smu-3613,2021,Southern Methodist University,Dallas,TX,75275,66,National Universities,58540,58540,17110,11824,Jan. 15,Private,Coed,1911,United Methodist,Semester,Urban,$1.6 billion +,57500,More selective,47,11:1,72,6710,NCAA I,27,36,37,54,16,51,49
https://www.usnews.com/best-colleges/texas-am-university-college-station-10366,2021,Texas A&M University,College Station,TX,77843,66,National Universities,12445,39394,11400,68390,Dec. 1,Public,Coed,1876,None,Semester,City,$12.6 billion +,59300,More selective,58,19:1,55,53791,NCAA I,6,15,258,23,30,52,48
https://www.usnews.com/best-colleges/umass-amherst-2221,2021,University of Massachusetts--Amherst,Amherst,MA,01003,66,National Universities,16389,35710,13598,31350,Jan. 15,Public,Coed,1863,None,Semester,Suburban,$362.6 million,55700,More selective,64,17:1,74,24209,NCAA I,7,7,48,63,22,50,50
https://www.usnews.com/best-colleges/university-of-minnesota-twin-cities-3969,2021,University of Minnesota--Twin Cities,Minneapolis,MN,55455,66,National Universities,15027,33325,10768,51327,rolling,Public,Coed,1851,None,Semester,Urban,$3.7 billion +,56000,More selective,57,17:1,69,35165,NCAA I,NA,NA,118,23,19,53,47
https://www.usnews.com/best-colleges/wpi-2233,2021,Worcester Polytechnic Institute,Worcester,MA,01609,66,National Universities,53826,53826,15820,6894,Jan. 15,Private,Coed,1865,None,Semester,City,$528.8 million +,71000,Most selective,49,14:1,82,4761,NCAA III,27,37,10,60,13,60,40
https://www.usnews.com/best-colleges/clemson-university-3425,2021,Clemson University,Clemson,SC,29634,74,National Universities,15120,38112,11414,25822,May 1,Public,Coed,1889,None,Semester,Suburban,$774.5 million +,57100,More selective,51,16:1,60,20195,NCAA I,16,31,50,33,17,50,50
https://www.usnews.com/best-colleges/virginia-tech-3754,2021,Virginia Tech,Blacksburg,VA,24061,74,National Universities,13749,32893,9556,36383,Jan. 15,Public,Coed,1872,None,Semester,N/A,$1.3 billion +,62000,More selective,70,14:1,65,29300,NCAA I,13,19,44,35,18,57,43
https://www.usnews.com/best-colleges/american-university-1434,2021,American University,Washington,DC,20016,76,National Universities,51335,51335,14980,14318,Jan. 15,Private,Coed,1893,United Methodist,Semester,Suburban,$705.0 million +,50000,More selective,36,11:1,75,8527,NCAA I,14,16,37,NA,16,62,38
https://www.usnews.com/best-colleges/baylor-university-6967,2021,Baylor University,Waco,TX,76798,76,National Universities,47364,47364,13842,18033,Feb. 1,Private,Coed,1845, Baptist,Semester,City,$1.3 billion +,52600,More selective,45,13:1,63,14108,NCAA I,33,34,38,34,17,60,40
https://www.usnews.com/best-colleges/indiana-university-bloomington-1809,2021,Indiana University--Bloomington,Bloomington,IN,47405,76,National Universities,11221,37600,10830,43260,rolling,Public,Coed,1820,None,Semester,City,$1.2 billion,51000,More selective,78,16:1,67,33084,NCAA I,19,24,76,33,22,51,49
https://www.usnews.com/best-colleges/yeshiva-university-2903,2021,Yeshiva University,New York,NY,10033,76,National Universities,46475,46475,12750,4541,Feb. 1,Private,Coed,1886,None,Semester,Urban,$504.0 million,54600,More selective,55,7:1,71,2038,NCAA III,NA,NA,NA,62,14,53,47
https://www.usnews.com/best-colleges/byu-3670,2021,Brigham Young University--Provo,Provo,UT,84602,80,National Universities,5970,5970,7808,34395,Dec. 15,Private,Coed,1875,Latter Day Saints (Mormon Church),Semester,City,$1.9 billion,57400,More selective,67,20:1,22,31292,NCAA I,NA,NA,28,16,14,50,50
https://www.usnews.com/best-colleges/gonzaga-university-3778,2021,Gonzaga University,Spokane,WA,99258,80,National Universities,44920,44920,12951,7548,Feb. 1,Private,Coed,1887,Roman Catholic,Semester,City,$299.7 million +,55300,More selective,62,11:1,75,5238,NCAA I,0,0,20,51,13,53,47
https://www.usnews.com/best-colleges/howard-university-1448,2021,Howard University,Washington,DC,20059,80,National Universities,28440,28440,12380,9399,Feb. 15,Private,Coed,1867,None,Semester,Urban,$692.8 million +,52800,More selective,36,10:1,52,6526,NCAA I,8,6,NA,78,24,71,29
https://www.usnews.com/best-colleges/michigan-state-2290,2021,Michigan State University,East Lansing,MI,48824,80,National Universities,14460,39766,10472,49809,rolling,Public,Coed,1855,None,Semester,Suburban,$3.4 billion +,53600,More selective,71,16:1,56,39176,NCAA I,11,12,180,39,21,51,49
https://www.usnews.com/best-colleges/north-carolina-state-raleigh-2972,2021,North Carolina State University,Raleigh,NC,27695,80,National Universities,9101,29220,11601,36304,Jan. 15,Public,Coed,1887,None,Semester,City,$1.4 billion +,56700,More selective,45,14:1,57,25973,NCAA I,12,16,48,37,19,52,48
https://www.usnews.com/best-colleges/stevens-institute-of-technology-2639,2021,Stevens Institute of Technology,Hoboken,NJ,07030,80,National Universities,55952,55952,16244,7111,Jan. 15,Private,Coed,1870,None,Semester,City,$224.3 million +,70400,Most selective,40,11:1,46,3487,NCAA III,27,36,18,51,15,70,30
https://www.usnews.com/best-colleges/tcu-3636,2021,Texas Christian University,Fort Worth,TX,76129,80,National Universities,51660,51660,14040,11024,Feb. 1,Private,Coed,1873, Christian Church (Disciples of Christ),Semester,Suburban,$1.6 billion +,53000,More selective,47,13:1,71,9474,NCAA I,18,32,28,52,20,58,42
https://www.usnews.com/best-colleges/university-of-denver-1371,2021,University of Denver,Denver,CO,80208,80,National Universities,53775,53775,14178,12931,Jan. 15,Private,Coed,1864,None,Quarter,City,$786.4 million +,52300,More selective,59,12:1,67,5774,NCAA I,25,28,37,48,19,54,46
https://www.usnews.com/best-colleges/suny-binghamton-2836,2021,Binghamton University--SUNY,Binghamton,NY,13902,88,National Universities,10494,27884,16549,18124,rolling,Public,Coed,1946,None,Semester,Suburban,$117.3 million +,57600,More selective,41,19:1,71,14165,NCAA I,16,16,20,50,25,50,50
https://www.usnews.com/best-colleges/colorado-school-of-mines-1348,2021,Colorado School of Mines,Golden,CO,80401,88,National Universities,19100,39800,14720,6605,May 1,Public,Coed,1874,None,Semester,Suburban,$251.6 million +,71200,More selective,53,15:1,62,5154,NCAA II,15,22,9,11,15,69,31
https://www.usnews.com/best-colleges/elon-university-2927,2021,Elon University,Elon,NC,27244,88,National Universities,37921,37921,13141,7088,Jan. 10,Private,Coed,1889,None,4-1-4,Suburban,$269.9 million +,50700,More selective,78,12:1,82,6277,NCAA I,20,39,8,64,9,60,40
https://www.usnews.com/best-colleges/marquette-university-3863,2021,Marquette University,Milwaukee,WI,53201,88,National Universities,45666,45666,13656,11819,Dec. 1,Private,Coed,1881,Roman Catholic,Semester,Urban,$698.0 million,55300,More selective,83,14:1,64,8515,NCAA I,NA,NA,26,46,19,54,46
https://www.usnews.com/best-colleges/stony-brook-suny-2838,2021,Stony Brook University--SUNY,Stony Brook,NY,11794,88,National Universities,10530,28200,14798,26814,Jan. 15,Public,Coed,1957,None,Semester,Suburban,$265.8 million +,56700,More selective,44,19:1,59,17909,NCAA I,3,3,91,52,36,51,49
https://www.usnews.com/best-colleges/ub-9554,2021,University at Buffalo--SUNY,Buffalo,NY,14214,88,National Universities,10724,28194,14136,31923,rolling,Public,Coed,1846,None,Semester,Suburban,$797.9 million,52900,More selective,61,14:1,58,21921,NCAA I,1,3,41,34,28,56,44
https://www.usnews.com/best-colleges/university-of-california-riverside-1316,2021,University of California--Riverside,Riverside,CA,92521,88,National Universities,13859,43613,16927,25548,Nov. 30,Public,Coed,1954,None,Quarter,City,$257.1 million +,52600,More selective,57,22:1,56,22055,NCAA I,4,6,66,28,48,54,46
https://www.usnews.com/best-colleges/university-of-iowa-1892,2021,University of Iowa,Iowa City,IA,52242,88,National Universities,9605,31568,11590,31240,May 1,Public,Coed,1847,None,Semester,City,$1.6 billion,50900,More selective,83,15:1,54,23482,NCAA I,13,17,114,28,22,54,46
