link,year,name,city,state,zip_code,us_news_rank,us_news_category,in_state_tuition,out_state_tuition,room_and_board,enrollment,app_deadline,public_status,coed_status,year_founded,religious_affiliation,calendar,setting,endowment,med_alum_start_salary,selectivity,acceptance_rate,student_faculty_ratio,four_yr_grad_rate,undergrad_pop,sports_division,men_greek_pct,women_greek_pct,on_campus_crimes,on_campus_pct,first_gen_pct,male_pct,female_pct
https://www.usnews.com/best-colleges/north-carolina-at-2905,2021,North Carolina Agricultural and Technical State University,Greensboro,NC,27411,272,National Universities,6657,20167,7930,12556,June 30,Public,Coed,1891,None,Semester,Urban,$62.2 million,54600,Selective,58,19:1,25,11039,NCAA I,NA,NA,44,27,28,58,42
https://www.usnews.com/best-colleges/sam-houston-state-3606,2021,Sam Houston State University,Huntsville,TX,77340,272,National Universities,10756,23026,9670,21363,Aug. 1,Public,Coed,1879,None,Semester,Rural,$119.9 million,46300,Selective,83,23:1,33,18783,NCAA I,NA,NA,18,20,41,62,38
https://www.usnews.com/best-colleges/tennessee-tech-3523,2021,Tennessee Technological University,Cookeville,TN,38505,272,National Universities,10338,15816,8850,10140,rolling,Public,Coed,1915,None,Semester,Rural,$71.3 million,55200,More selective,79,18:1,31,8957,NCAA I,13,13,15,25,38,55,45
https://www.usnews.com/best-colleges/university-of-akron-3123,2021,University of Akron,Akron,OH,44325,272,National Universities,11636,17784,12200,17599,July 1,Public,Coed,1870,None,Semester,Urban,$235.8 million +,50200,Selective,73,18:1,25,14793,NCAA I,NA,NA,35,20,36,55,45
https://www.usnews.com/best-colleges/university-of-alabama-huntsville-1055,2021,University of Alabama--Huntsville,Huntsville,AL,35899,272,National Universities,11122,23518,10400,9988,Aug. 17,Public,Coed,1969,None,Semester,City,$77.3 million,58600,More selective,81,18:1,27,7989,NCAA II,6,7,NA,28,31,58,42
https://www.usnews.com/best-colleges/umkc-2518,2021,University of Missouri--Kansas City,Kansas City,MO,64110,272,National Universities,10788,26889,10864,16405,June 15,Public,Coed,1929,None,Semester,Urban,$152.8 million,49300,More selective,61,16:1,25,11315,NCAA I,1,4,21,15,34,57,43
https://www.usnews.com/best-colleges/university-of-north-florida-9841,2021,University of North Florida,Jacksonville,FL,32224,272,National Universities,6394,20112,9956,17117,rolling,Public,Coed,1965,None,Semester,Urban,$117.0 million +,46500,Selective,72,19:1,35,14734,NCAA I,NA,NA,8,24,32,57,43
https://www.usnews.com/best-colleges/university-of-the-incarnate-word-3578,2021,University of the Incarnate Word,San Antonio,TX,78209,272,National Universities,32286,32286,13014,8175,rolling,Private,Coed,1881,Roman Catholic,Semester,Urban,$142.1 million,45600,Selective,94,11:1,32,5368,NCAA I,NA,NA,11,20,43,61,39
https://www.usnews.com/best-colleges/william-carey-university-2447,2021,William Carey University,Hattiesburg,MS,39401,272,National Universities,13650,13650,4485,5040,rolling,Private,Coed,1892,Southern Baptist,Trimester,City,$21.1 million +,43900,More selective,55,15:1,34,3210,NAIA,0,2,NA,23,36,66,34
https://www.usnews.com/best-colleges/ball-state-university-1786,2021,Ball State University,Muncie,IN,47306,284,National Universities,10144,27132,10796,NA,Aug. 10,Public,Coed,1918,None,Semester,Suburban,$213.1 million,44100,Less selective,NA,NA,NA,NA,NCAA I,NA,NA,39,NA,28,NA,NA
https://www.usnews.com/best-colleges/delaware-state-university-1428,2021,Delaware State University,Dover,DE,19901,284,National Universities,8258,17294,11984,4768,rolling,Public,Coed,1891,None,Semester,Suburban,$22.3 million,44000,Less selective,53,16:1,27,4315,NCAA I,3,3,29,NA,36,66,34
https://www.usnews.com/best-colleges/dyouville-college-2712,2021,D'Youville College,Buffalo,NY,14201,284,National Universities,28886,28886,9500,3048,rolling,Private,Coed,1908,None,Semester,Urban,$49.6 million,54500,Selective,88,10:1,26,1609,NCAA III,0,0,NA,17,27,75,25
https://www.usnews.com/best-colleges/gardner-webb-2929,2021,Gardner-Webb University,Boiling Springs,NC,28017,284,National Universities,31460,31460,10390,3521,rolling,Private,Coed,1905, Baptist,Semester,Rural,$70.5 million +,40700,Selective,67,12:1,49,1999,NCAA I,NA,NA,9,NA,35,65,35
https://www.usnews.com/best-colleges/iup-3277,2021,Indiana University of Pennsylvania,Indiana,PA,15705,284,National Universities,13144,17464,12744,10302,rolling,Public,Coed,1875,None,Semester,Rural,$52.7 million +,45600,Less selective,93,15:1,40,8234,NCAA II,9,9,13,32,32,59,41
https://www.usnews.com/best-colleges/keiser-university-21519,2021,Keiser University,Ft. Lauderdale,FL,33309,284,National Universities,33120,33120,11720,19567,rolling,Private,Coed,1977,None,Semester,Urban,"$235,000",45300,Less selective,85,14:1,0,17490,NAIA,NA,NA,NA,NA,48,70,30
https://www.usnews.com/best-colleges/marshall-university-3815,2021,Marshall University,Huntington,WV,25755,284,National Universities,8612,19466,9974,12852,N/A,Public,Coed,1837,None,Semester,City,$147.3 million,43000,Selective,87,18:1,27,9415,NCAA I,NA,NA,18,NA,37,57,43
https://www.usnews.com/best-colleges/north-dakota-state-9265,2021,North Dakota State University,Fargo,ND,58108,284,National Universities,10516,13628,9088,13173,Aug. 1,Public,Coed,1890,None,Semester,City,"$513,982",54400,Selective,94,16:1,35,10831,NCAA I,8,9,11,33,17,54,46
https://www.usnews.com/best-colleges/northern-arizona-university-1082,2021,Northern Arizona University,Flagstaff,AZ,86011,284,National Universities,11896,26642,11106,30736,Aug. 1,Public,Coed,1899,None,Semester,City,$192.6 million +,47500,Selective,85,19:1,41,26513,NCAA I,7,8,34,37,39,62,38
https://www.usnews.com/best-colleges/portland-state-3216,2021,Portland State University,Portland,OR,97207,284,National Universities,10112,29001,11523,26021,rolling,Public,Coed,1946,None,Quarter,Urban,$2.5 million +,48700,Selective,96,19:1,20,20966,NCAA I,1,1,79,9,39,54,46
https://www.usnews.com/best-colleges/south-dakota-state-3471,2021,South Dakota State University,Brookings,SD,57007,284,National Universities,9200,12675,8069,11518,Sept. 1,Public,Coed,1881,None,Semester,Rural,$145.9 million,50700,Selective,90,17:1,36,10073,NCAA I,3,3,17,NA,20,52,48
https://www.usnews.com/best-colleges/touro-college-10142,2021,Touro College,New York,NY,10018,284,National Universities,20750,20750,12486,11631,rolling,Private,Coed,1971,None,Semester,Urban,$44.2 million +,53400,Selective,69,11:1,48,5689,N/A,NA,NA,NA,NA,38,69,31
https://www.usnews.com/best-colleges/university-of-nebraska-omaha-2554,2021,University of Nebraska--Omaha,Omaha,NE,68182,284,National Universities,7980,21244,9920,15153,Aug. 1,Public,Coed,1908,None,Semester,Urban,$88.9 million,48500,Selective,83,17:1,24,12245,NCAA I,2,2,NA,13,35,54,46
https://www.usnews.com/best-colleges/university-of-texas-rio-grande-valley-666978,2021,University of Texas--Rio Grande Valley,Edinburg,TX,78539,284,National Universities,8132,18260,8252,29113,July 1,Public,Coed,2013,None,Semester,N/A,N/A,45300,Selective,80,18:1,NA,24965,NCAA I,NA,NA,4,3,53,58,42
https://www.usnews.com/best-colleges/alliant-international-university-1158,2021,Alliant International University,San Diego,CA,92131,298389,National Universities,18510,18510,NA,NA,NA,Proprietary,Coed,1969,None,Semester,Suburban,N/A,NA,Less selective,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA
https://www.usnews.com/best-colleges/andrews-university-2238,2021,Andrews University,Berrien Springs,MI,49104,298389,National Universities,31008,31008,9540,3412,rolling,Private,Coed,1874,Seventh Day Adventist,Semester,Rural,$55.6 million +,49400,More selective,67,11:1,37,1708,N/A,0,0,NA,60,17,54,46
https://www.usnews.com/best-colleges/arkansas-state-university-1090,2021,Arkansas State University,State University,AR,72467,298389,National Universities,8900,16070,10022,13356,Aug. 22,Public,Coed,1909,None,Semester,City,N/A,42500,More selective,80,18:1,NA,8928,NCAA I,NA,NA,19,NA,39,59,41
https://www.usnews.com/best-colleges/augusta-university-1579,2021,Augusta University,Augusta,GA,30912,298389,National Universities,8832,24210,10666,8650,N/A,Public,Coed,1828,None,Semester,Urban,$286.6 million,46400,Less selective,76,NA,40,5604,NCAA II,NA,NA,NA,NA,28,65,35
https://www.usnews.com/best-colleges/aurora-university-1634,2021,Aurora University,Aurora,IL,60506,298389,National Universities,25060,25060,9866,NA,N/A,Private,NA,NA,None,N/A,N/A,N/A,44400,Less selective,NA,NA,NA,NA,NCAA III,NA,NA,NA,NA,46,NA,NA
https://www.usnews.com/best-colleges/barry-university-1466,2021,Barry University,Miami Shores,FL,33161,298389,National Universities,30014,30014,11474,7401,rolling,Private,Coed,1940,Roman Catholic,Semester,Urban,$45.4 million +,45800,Selective,51,10:1,21,3747,NCAA II,NA,NA,NA,25,44,63,37
https://www.usnews.com/best-colleges/benedictine-university-1767,2021,Benedictine University,Lisle,IL,60532,298389,National Universities,34290,34290,8210,4401,rolling,Private,Coed,1887,Roman Catholic,Semester,Suburban,$35.6 million,49300,Selective,42,14:1,34,2493,NCAA III,3,3,NA,22,34,54,46
https://www.usnews.com/best-colleges/boise-state-university-1616,2021,Boise State University,Boise,ID,83725,298389,National Universities,8068,24988,12347,26272,Aug. 1,Public,Coed,1932,None,Semester,City,$118.2 million,48700,Selective,77,18:1,26,22939,NCAA I,NA,NA,21,NA,33,56,44
https://www.usnews.com/best-colleges/cardinal-stritch-university-3837,2021,Cardinal Stritch University,Milwaukee,WI,53217,298389,National Universities,33770,33770,9488,1896,rolling,Private,Coed,1937,Roman Catholic,Semester,Suburban,$11.2 million,49000,Selective,81,10:1,30,1248,NAIA,0,0,NA,28,45,68,32
https://www.usnews.com/best-colleges/carsonnewman-university-3481,2021,Carson-Newman University,Jefferson City,TN,37760,298389,National Universities,29500,29500,8894,2725,rolling,Private,Coed,1851, Baptist,Semester,Rural,$59.5 million +,42000,Selective,69,14:1,49,1840,NCAA II,NA,NA,NA,50,35,60,40
https://www.usnews.com/best-colleges/clark-atlanta-university-1551,2021,Clark Atlanta University,Atlanta,GA,30314,298389,National Universities,24157,24157,11506,3920,April 1,Private,Coed,1988,United Methodist,Semester,Urban,$72.5 million +,43300,Selective,55,19:1,31,3318,NCAA II,2,3,14,58,32,76,24
https://www.usnews.com/best-colleges/cleveland-state-university-3032,2021,Cleveland State University,Cleveland,OH,44115,298389,National Universities,11096,16004,11684,15648,Aug. 16,Public,Coed,1964,None,Semester,Urban,$7.4 million +,48700,Selective,94,16:1,NA,11784,NCAA I,1,1,11,8,38,54,46
https://www.usnews.com/best-colleges/colorado-technical-university-10148,2021,Colorado Technical University,Colorado Springs,CO,80907,298389,National Universities,12529,12529,NA,NA,NA,Proprietary,NA,NA,None,N/A,N/A,N/A,NA,Less selective,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA
https://www.usnews.com/best-colleges/daemen-college-2808,2021,Daemen College,Amherst,NY,14226,298389,National Universities,29430,29430,13400,2603,rolling,Private,Coed,1947,None,Semester,Suburban,$21.2 million +,40100,Selective,62,11:1,45,1709,NCAA II,NA,NA,4,38,29,70,30
https://www.usnews.com/best-colleges/eastern-michigan-university-2259,2021,Eastern Michigan University,Ypsilanti,MI,48197,298389,National Universities,13698,13698,10820,17814,rolling,Public,Coed,1849,None,Semester,City,$78.6 million,45200,Selective,74,14:1,19,14872,NCAA I,NA,NA,44,21,34,60,40
https://www.usnews.com/best-colleges/east-tennessee-state-university-3487,2021,East Tennessee State University,Johnson City,TN,37614,298389,National Universities,9259,27406,8242,14189,Aug. 15,Public,Coed,1911,None,Semester,City,$127.7 million,43800,Selective,86,15:1,30,11151,NCAA I,NA,NA,11,NA,38,59,41
https://www.usnews.com/best-colleges/ferris-state-university-2260,2021,Ferris State University,Big Rapids,MI,49307,298389,National Universities,13098,13098,10036,12472,rolling,Public,Coed,1884,None,Semester,Rural,$88.0 million +,51000,Less selective,87,16:1,30,11184,NCAA II,2,2,17,30,35,52,48
https://www.usnews.com/best-colleges/georgia-southern-university-1572,2021,Georgia Southern University,Statesboro,GA,30460,298389,National Universities,7578,21396,10216,26054,May 1,Public,Coed,1906,None,Semester,Rural,$76.9 million,47600,Selective,54,20:1,25,22715,NCAA I,20,15,20,25,25,56,44
https://www.usnews.com/best-colleges/grand-canyon-university-1074,2021,Grand Canyon University,Phoenix,AZ,85017,298389,National Universities,17800,17800,7800,NA,rolling,Proprietary,Coed,1949,None,Semester,N/A,N/A,NA,Less selective,NA,NA,NA,NA,NCAA II,NA,NA,46,NA,47,NA,NA
https://www.usnews.com/best-colleges/husson-university-2043,2021,Husson University,Bangor,ME,04401,298389,National Universities,19772,19772,10632,3728,rolling,Private,Coed,1898,None,Semester,Suburban,$20.0 million +,41100,Selective,85,15:1,34,2866,NCAA III,5,5,3,43,32,56,44
https://www.usnews.com/best-colleges/idaho-state-university-1620,2021,Idaho State University,Pocatello,ID,83209,298389,National Universities,7872,24168,7454,NA,N/A,Public,NA,NA,None,N/A,N/A,N/A,50700,Less selective,NA,NA,NA,NA,N/A,NA,NA,18,NA,36,NA,NA
https://www.usnews.com/best-colleges/indiana-state-9563,2021,Indiana State University,Terre Haute,IN,47809,298389,National Universities,9466,20570,11016,12146,Aug. 15,Public,Coed,1865,None,Semester,City,$46.9 million +,47100,Selective,90,18:1,29,10216,NCAA I,12,12,61,30,36,56,44
https://www.usnews.com/best-colleges/jackson-state-2410,2021,Jackson State University,Jackson,MS,39217,298389,National Universities,8620,19620,NA,19,NA,Public,Coed,1877,None,Semester,Urban,N/A,41700,Less selective,NA,NA,NA,NA,NCAA I,NA,NA,28,NA,32,NA,NA
https://www.usnews.com/best-colleges/kennesaw-state-university-1577,2021,Kennesaw State University,Kennesaw,GA,30144,298389,National Universities,7548,21616,12947,37807,June 1,Public,Coed,1963,None,Semester,Suburban,$47.5 million,51400,Selective,75,21:1,16,34499,NCAA I,4,7,NA,15,27,52,48
https://www.usnews.com/best-colleges/lamar-university-3581,2021,Lamar University,Beaumont,TX,77710,298389,National Universities,10462,22732,9340,15460,N/A,Public,Coed,1923,None,Semester,Urban,$128.5 million +,53400,Selective,84,18:1,NA,8697,NCAA I,NA,NA,9,25,43,58,42
https://www.usnews.com/best-colleges/liberty-university-10392,2021,Liberty University,Lynchburg,VA,24502,298389,National Universities,24910,24910,10540,85586,rolling,Private,NA,1971,Evangelical Christian,Semester,City,$1.6 billion,42400,Selective,51,17:1,32,47025,NCAA I,NA,NA,NA,59,42,58,42
https://www.usnews.com/best-colleges/lindenwood-2480,2021,Lindenwood University,St. Charles,MO,63301,298389,National Universities,18100,18100,9200,8406,rolling,Private,Coed,1827,None,Differs by program,Suburban,$168.3 million,43600,Selective,88,12:1,32,5668,NCAA II,13,8,22,51,35,55,45
https://www.usnews.com/best-colleges/louisiana-tech-university-2008,2021,Louisiana Tech University,Ruston,LA,71272,298389,National Universities,10635,19588,8664,11510,rolling,Public,Coed,1894,None,Quarter,Rural,$75.7 million,53500,More selective,64,22:1,40,10289,NCAA I,11,22,8,23,31,55,45
https://www.usnews.com/best-colleges/mary-baldwin-university-3723,2021,Mary Baldwin University,Staunton,VA,24401,298389,National Universities,31085,31085,9730,2050,rolling,Private,Coed,1842,None,4-1-4,City,$32.0 million,37000,Selective,100,11:1,46,1371,NCAA III,NA,NA,NA,NA,40,83,17
https://www.usnews.com/best-colleges/metropolitan-state-university-10374,2021,Metropolitan State University,St. Paul,MN,55106,298389,National Universities,8114,15428,10832,NA,N/A,Public,NA,NA,None,N/A,N/A,N/A,50500,Less selective,NA,NA,NA,NA,N/A,NA,NA,1,NA,37,NA,NA
https://www.usnews.com/best-colleges/middle-tennessee-state-university-3510,2021,Middle Tennessee State University,Murfreesboro,TN,37132,298389,National Universities,9424,29038,10214,21721,rolling,Public,Coed,1911,None,Semester,City,$105.6 million +,44900,Selective,94,17:1,25,19461,NCAA I,5,9,19,17,36,53,47
https://www.usnews.com/best-colleges/mississippi-college-2415,2021,Mississippi College,Clinton,MS,39058,298389,National Universities,18610,18610,10610,NA,rolling,Private,Coed,1826,Southern Baptist,Semester,Suburban,N/A,44100,More selective,NA,NA,NA,NA,NCAA II,NA,NA,NA,NA,26,NA,NA
https://www.usnews.com/best-colleges/missouri-state-university-2503,2021,Missouri State University,Springfield,MO,65897,298389,National Universities,7750,15910,8808,NA,N/A,Public,Coed,1906,None,Semester,City,N/A,42500,Selective,NA,NA,NA,NA,NCAA I,NA,NA,37,NA,32,NA,NA
https://www.usnews.com/best-colleges/morgan-state-2083,2021,Morgan State University,Baltimore,MD,21251,298389,National Universities,8008,18480,10994,7763,Feb. 15,Public,Coed,1867,None,Semester,Urban,$40.5 million +,48400,Less selective,68,13:1,17,6461,NCAA I,3,5,19,40,33,57,43
https://www.usnews.com/best-colleges/national-louis-university-1733,2021,National Louis University,Chicago,IL,60603,298389,National Universities,11010,11010,3500,7005,N/A,Private,Coed,NA,None,Quarter,Urban,N/A,47700,Least selective,98,15:1,NA,3363,N/A,NA,NA,NA,NA,50,73,27
https://www.usnews.com/best-colleges/northern-illinois-university-1737,2021,Northern Illinois University,DeKalb,IL,60115,298389,National Universities,12352,12352,10880,16609,Aug. 1,Public,Coed,1895,None,Semester,Suburban,$82.5 million +,51700,Selective,48,15:1,25,12131,NCAA I,3,3,37,30,38,51,49
https://www.usnews.com/best-colleges/northern-kentucky-university-9275,2021,Northern Kentucky University,Highland Heights,KY,41099,298389,National Universities,10296,20256,10212,15678,Aug. 21,Public,Coed,1968,None,Semester,Suburban,$106.2 million +,47600,Selective,90,18:1,26,11882,NCAA I,9,12,11,22,38,58,42
https://www.usnews.com/best-colleges/oakland-university-2307,2021,Oakland University,Rochester,MI,48309,298389,National Universities,13934,24708,11022,19013,rolling,Public,Coed,1957,None,Semester,Suburban,$106.5 million +,49400,Selective,83,19:1,30,15543,NCAA I,3,4,20,19,32,57,43
https://www.usnews.com/best-colleges/our-lady-of-the-lake-university-3598,2021,Our Lady of the Lake University,San Antonio,TX,78207,298389,National Universities,30196,30196,7990,2974,Aug. 20,Private,Coed,1895,Roman Catholic,Semester,Urban,$30.3 million,44800,Less selective,68,9:1,29,1368,NAIA,NA,NA,NA,NA,48,68,32
https://www.usnews.com/best-colleges/palm-beach-atlantic-university-8849,2021,Palm Beach Atlantic University,West Palm Beach,FL,33416,298389,National Universities,33475,33475,10722,3691,rolling,Private,Coed,1968,Interdenominational,Semester,City,$85.9 million +,43100,Selective,95,12:1,47,2883,NCAA II,NA,NA,5,49,22,65,35
https://www.usnews.com/best-colleges/pontifical-catholic-university-of-puerto-rico-ponce-3936,2021,Pontifical Catholic University of Puerto Rico--Ponce,Ponce,PR,00717,298389,National Universities,5580,5580,5091,NA,Aug. 19,Private,Coed,1948,Roman Catholic,Semester,City,N/A,41600,Less selective,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA
https://www.usnews.com/best-colleges/regent-university-30913,2021,Regent University,Virginia Beach,VA,23464,298389,National Universities,20120,20120,7220,10409,Aug. 1,Private,Coed,1978,Undenominational,Semester,Suburban,$66.6 million +,41800,Selective,86,19:1,47,4413,N/A,0,0,NA,16,42,60,40
https://www.usnews.com/best-colleges/roosevelt-university-1749,2021,Roosevelt University,Chicago,IL,60605,298389,National Universities,31493,31493,12000,4071,rolling,Private,Coed,1945,None,Semester,Urban,$124.1 million +,46700,Selective,67,10:1,29,2321,NAIA,0,2,NA,22,37,66,34
https://www.usnews.com/best-colleges/southern-illinois-university-edwardsville-1759,2021,Southern Illinois University Edwardsville,Edwardsville,IL,62026,298389,National Universities,12219,12219,9881,13061,May 1,Public,Coed,1957,Undenominational,Semester,Suburban,$26.6 million,51600,Selective,86,15:1,28,10400,NCAA I,NA,NA,17,24,31,54,46
https://www.usnews.com/best-colleges/spalding-university-1960,2021,Spalding University,Louisville,KY,40203,298389,National Universities,25200,25200,7900,NA,rolling,Private,Coed,1814,None,Other,N/A,N/A,48600,Less selective,NA,NA,NA,NA,NCAA III,NA,NA,NA,NA,35,NA,NA
https://www.usnews.com/best-colleges/stephen-f-austin-state-university-3624,2021,Stephen F. Austin State University,Nacogdoches,TX,75962,298389,National Universities,8844,18972,9012,NA,rolling,Public,Coed,1923,None,Semester,Rural,N/A,45700,Selective,NA,NA,NA,NA,NCAA I,NA,NA,12,NA,35,NA,NA
https://www.usnews.com/best-colleges/tennessee-state-3522,2021,Tennessee State University,Nashville,TN,37209,298389,National Universities,7251,20607,7500,8081,July 1,Public,Coed,1912,None,Semester,Urban,$61.6 million,48900,Less selective,66,18:1,NA,5875,NCAA I,NA,NA,17,NA,37,63,37
https://www.usnews.com/best-colleges/texas-am-commerce-3565,2021,Texas A&M University--Commerce,Commerce,TX,75429,298389,National Universities,9820,22090,9068,11725,Aug. 15,Public,Coed,1889,None,Semester,Rural,$25.9 million,45100,Selective,36,17:1,29,8324,NCAA II,3,2,21,30,42,59,41
https://www.usnews.com/best-colleges/texas-am-university-corpus-christi-11161,2021,Texas A&M University--Corpus Christi,Corpus Christi,TX,78412,298389,National Universities,10317,22949,11247,11452,July 1,Public,Coed,1947,None,Semester,Suburban,$19.3 million,47400,Selective,83,18:1,19,9323,NCAA I,1,1,11,24,39,60,40
https://www.usnews.com/best-colleges/texas-am-kingsville-3639,2021,Texas A&M University--Kingsville,Kingsville,TX,78363,298389,National Universities,9688,23106,8848,7479,Aug. 1,Public,Coed,1925,None,Semester,City,$26.7 million +,55700,Selective,77,17:1,21,6174,NCAA II,2,2,13,26,46,51,49
https://www.usnews.com/best-colleges/texas-southern-university-3642,2021,Texas Southern University,Houston,TX,77004,298389,National Universities,9173,21833,9664,9034,Aug. 1,Public,Coed,1927,None,Semester,Urban,$58.0 million +,46700,Least selective,91,16:1,10,7092,NCAA I,NA,NA,NA,25,39,59,41
https://www.usnews.com/best-colleges/texas-state-university-3615,2021,Texas State University,San Marcos,TX,78666,298389,National Universities,11550,23820,11336,38187,N/A,Public,Coed,1899,None,Semester,Suburban,$208.5 million,48500,Selective,81,20:1,29,33917,NCAA I,5,5,38,20,36,58,42
https://www.usnews.com/best-colleges/texas-wesleyan-university-3645,2021,Texas Wesleyan University,Fort Worth,TX,76105,298389,National Universities,33408,33408,9730,2295,rolling,Private,Coed,1890,United Methodist,Semester,Urban,$59.5 million +,41900,Selective,19,15:1,18,1487,NAIA,NA,NA,12,NA,48,53,47
https://www.usnews.com/best-colleges/texas-womans-university-3646,2021,Texas Woman's University,Denton,TX,76204,298389,National Universities,10060,22330,9730,15826,Aug. 25,Public,Coed,1901,None,Semester,City,$79.6 million,46300,Selective,93,17:1,22,10591,NCAA II,2,3,7,25,42,90,10
https://www.usnews.com/best-colleges/trevecca-nazarene-university-3526,2021,Trevecca Nazarene University,Nashville,TN,37210,298389,National Universities,26898,26898,9100,4124,Aug. 1,Private,Coed,1901,Church of the Nazarene,Semester,Urban,$32.2 million +,44500,Selective,62,24:1,49,2390,NCAA II,NA,NA,NA,NA,39,61,39
https://www.usnews.com/best-colleges/trinity-international-university-1772,2021,Trinity International University,Deerfield,IL,60015,298389,National Universities,33298,33298,10800,NA,rolling,Private,Coed,1897,Evangelical Free Church of America,Semester,Suburban,$39.4 million +,42300,Selective,NA,NA,NA,NA,NAIA,NA,NA,7,NA,30,NA,NA
https://www.usnews.com/best-colleges/union-institute-and-university-10923,2021,Union Institute and University,Cincinnati,OH,45206,298389,National Universities,13256,13256,NA,NA,NA,Private,Coed,1964,Other,Semester,Urban,"$883,537",42700,Less selective,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA
https://www.usnews.com/best-colleges/universidad-ana-g-mendez-gurabo-campus-11719,2021,Universidad Ana G. Mendez--Gurabo Campus,Gurabo,PR,00778,298389,National Universities,5820,5820,NA,NA,NA,Private,Coed,1972,None,Semester,Urban,N/A,45800,Less selective,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA
https://www.usnews.com/best-colleges/university-of-alaska-fairbanks-1063,2021,University of Alaska--Fairbanks,Fairbanks,AK,99775,298389,National Universities,7080,21216,10440,NA,June 15,Public,Coed,1917,None,Semester,Urban,N/A,56900,Selective,NA,NA,NA,NA,NCAA II,NA,NA,NA,NA,40,NA,NA
https://www.usnews.com/best-colleges/university-of-arkansas-at-little-rock-1101,2021,University of Arkansas at Little Rock,Little Rock,AR,72204,298389,National Universities,9544,21754,8556,9581,Aug. 17,Public,Coed,1927,None,Semester,Urban,N/A,45500,Selective,64,NA,25,7615,NCAA I,NA,NA,11,NA,39,63,37
https://www.usnews.com/best-colleges/university-of-bridgeport-1416,2021,University of Bridgeport,Bridgeport,CT,06604,298389,National Universities,34100,34100,15950,NA,rolling,Private,Coed,1927,None,Semester,Urban,N/A,48300,Selective,NA,NA,NA,NA,NCAA II,NA,NA,NA,NA,42,NA,NA
https://www.usnews.com/best-colleges/university-of-central-arkansas-1092,2021,University of Central Arkansas,Conway,AR,72035,298389,National Universities,9338,16148,7554,10869,rolling,Public,Coed,1907,None,Semester,Suburban,$37.5 million,43600,Selective,90,16:1,28,9134,NCAA I,10,15,13,38,35,61,39
https://www.usnews.com/best-colleges/university-of-charleston-3818,2021,University of Charleston,Charleston,WV,25304,298389,National Universities,31400,31400,9510,2718,rolling,Private,Coed,1888,None,Semester,City,$44.7 million +,42200,Selective,50,15:1,28,1907,NCAA II,NA,NA,NA,NA,43,53,47
https://www.usnews.com/best-colleges/university-of-colorado-colorado-springs-4509,2021,University of Colorado--Colorado Springs,Colorado Springs,CO,80918,298389,National Universities,10480,25600,11158,12180,rolling,Public,Coed,1965,None,Semester,Urban,N/A,50300,Selective,89,17:1,25,10196,NCAA II,NA,NA,14,15,31,52,48
https://www.usnews.com/best-colleges/university-of-hawaii-hilo-29020,2021,University of Hawaii--Hilo,Hilo,HI,96720,298389,National Universities,7792,20752,12206,3372,July 1,Public,Coed,1947,None,Semester,Rural,"$274,888",43600,Selective,52,12:1,21,2818,NCAA II,NA,NA,NA,31,37,64,36
https://www.usnews.com/best-colleges/university-of-louisiana-at-lafayette-2031,2021,University of Louisiana at Lafayette,Lafayette,LA,70504,298389,National Universities,5840,19568,10708,16933,rolling,Public,Coed,1898,None,Semester,City,$132.9 million,46300,Selective,68,20:1,23,14603,NCAA I,9,12,27,24,38,57,43
https://www.usnews.com/best-colleges/university-of-louisiana-monroe-2020,2021,University of Louisiana--Monroe,Monroe,LA,71209,298389,National Universities,8974,21074,7855,8489,Aug. 15,Public,Coed,1931,None,Semester,City,$32.7 million,48300,Selective,79,18:1,28,6876,NCAA I,NA,NA,2,29,38,66,34
https://www.usnews.com/best-colleges/university-of-mary-2992,2021,University of Mary,Bismarck,ND,58504,298389,National Universities,19730,19730,7840,3779,rolling,Private,Coed,1959,Roman Catholic,Semester,Rural,N/A,48800,Selective,98,18:1,50,2527,NCAA II,0,0,NA,44,18,60,40
https://www.usnews.com/best-colleges/umes-2106,2021,University of Maryland Eastern Shore,Princess Anne,MD,21853,298389,National Universities,8558,18968,10085,2888,June 30,Public,Coed,1886,None,Semester,Rural,$6.5 million +,45600,Less selective,65,11:1,22,2334,NCAA I,NA,NA,15,NA,36,55,45
https://www.usnews.com/best-colleges/university-of-michigan-flint-2327,2021,University of Michigan--Flint,Flint,MI,48502,298389,National Universities,12892,24622,9092,7297,Aug. 22,Public,Coed,1956,None,Semester,City,$117.3 million,45200,Selective,66,14:1,16,5862,N/A,1,2,8,6,37,63,37
https://www.usnews.com/best-colleges/university-of-new-orleans-2015,2021,University of New Orleans,New Orleans,LA,70148,298389,National Universities,13780,13780,11200,8231,Aug. 20,Public,Coed,1958,None,Semester,Urban,$22.3 million +,49900,Selective,56,20:1,25,6713,NCAA I,3,4,17,11,41,50,50
https://www.usnews.com/best-colleges/university-of-northern-colorado-1349,2021,University of Northern Colorado,Greeley,CO,80639,298389,National Universities,10188,22260,11204,12930,Aug. 1,Public,Coed,1890,None,Semester,Suburban,$90.3 million +,45400,Selective,91,17:1,31,9810,NCAA I,11,8,33,34,35,67,33
